status,name,address,website,phone,email,first_name,last_name,job_title,email_verified,personal_email,google_rating,google_reviews,yelp_rating,yelp_reviews,fb_rating,fb_reviews,fb_likes,fb_checkins,fb_followers,is_title,is_description,is_adwords,is_facebook_ads,is_twitter_ads,is_linkedin_ads,is_bing_ads,is_robot,is_ssl,is_wordpress,fb_url,twitter_url,linkedin_url,youtube_url,instagram_url,category,search_type,crawler_status,women_owned,black_owned,business_id
,"Poetree Lndscpes Arboriculture","132 Winfield St, San Francisco, CA 94110",https://www.jocelync.com/poetree/jocelync.com/Vitae.html,4152852342,jocelyn@jocelync.com,,,,,,5,1,,,,,,,329,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/HelaineVictoria/,,,,,"Tree Service",yellowpages,1,0,0,239162745
,"JC Tree Care & Landscape","2938 Crocker Ave, Redwood City, CA 94063",https://www.jctreecarelandscape.com,6504682413,jc@jctreecarelandscape.com,,,,,,4.8,76,4.7,156,,,,,,1,1,0,0,0,0,0,1,1,1,,,,,,"Tree Services,Landscaping",yelp,1,0,0,91931486
,"Hernandez Tree Service","1551 Knox St, Castro Valley, CA 94546",https://www.hernandeztreeservicecv.com,3412457784,al_hernandez@att.net,,,,,,,,5,62,,,,,,1,1,1,0,0,0,0,1,1,1,,,,,,"Tree Services",yelp,1,0,0,95530025
,"Fosec Jr Tree Service","1214 Grant Ave, Novato, CA 94948",https://www.fosecjrtreeservice.com,4153099586,58200ccc501f47a0a22caa82b67865ef.protect@withheldforprivacy.com,,,,,,5,7,4.8,32,,,,,,1,1,0,0,0,0,0,1,1,0,https://www.facebook.com/FosecJrtreeserviceInc/,,,,,"Tree Services",yelp,1,0,0,95538958
,"Flores Tree Service","1 Saint Vincent Dr San Rafael, CA 94903",https://www.florestreeservice.biz,4153420105,,,,,,,5,3,4.9,89,,,,,,1,1,0,0,0,0,0,1,1,0,https://connect.facebook.net/en_US/sdk.js#xfbml=1&version=v16.0,,,,,"Tree Services",yelp,1,0,0,95531644
New,"BOB'S FIRESAFE TEAM (TREE SERVICE)","173 Magee Ave, Mill Valley, CA 94941",https://www.firesafeteam.com/,4153902711,bob@firesafeteam.com,,,,,,4.9,33,,,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,,"Tree service in Mill Valley, California",google-places,1,0,0,554785799
,"Encinal Tree Service","3525 Farm Hill Blvd Ste 3 Redwood City, CA 94061",https://www.encinaltreeservice-inc.com,6508621378,encinal.treeservice@gmail.com,,,,,,,,5,80,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,"Tree Services",yelp,1,0,0,95530835
,"Elite Tree Service","2432 Monterey Blvd, Oakland, CA 94602",https://www.elitetreeinc.com/,5105239399,info@elitetreeinc.com,,,,,,5,7,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tree service in Oakland, California",google-places,1,0,0,8528522
,"Elite Tree Service","2432 Monterey Blvd, Oakland, CA 94602",http://elitetreeinc.com,5105239399,cheryl@elitetreeinc.com,,,,,,5,7,,,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tree service",google,1,0,0,8528646
,"The Davey Tree Expert Company","1400 Mission Rd, Colma, CA 94014",http://davey.com,6502620038,info@davey.com,,,,,,4.8,77,,,,,20379,,23000,1,1,1,1,0,0,0,1,1,0,https://www.facebook.com/DaveyTree,https://twitter.com/DaveyTree,http://www.linkedin.com/company/the-davey-tree-expert-company,http://www.youtube.com/user/DaveyTreeExpertCo,https://instagram.com/DaveyTree/,"Tree service",google,1,0,0,8528391
,"Christopher Campbell Tree Design","1465 25th St, San Francisco, CA 94107 · ~25.2 mi",https://www.cctreedesign.com/,4152396100,info@cctreedesign.com,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Tree services",bing,1,0,0,95538437
,"CBC Tree Services Inc","Walnut Creek, CA 94518",https://www.cbctrees.com,9255153453,office@cbctrees.com,,,,,,5,5,4.7,75,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/profile.php?id=100092575403667,,,,https://www.instagram.com/cbctreeseastbay/,"Tree Services",yelp,1,0,0,95538386
,"Califa Tree Care","Antioch, CA 94509",https://www.califatreecare.com,5108155954,califatreecare@gmail.com,,,,,,,,4.9,125,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,"Tree Services",yelp,1,0,0,95532494
,"Beyond Tree Care","Lathrop, CA 95330",https://www.beyondtreecare.com,2098965019,office@arborcaregroupinc.com,,,,,,5,2,4.7,50,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Tree Services",yelp,1,0,0,95533065
,"Better City Tree Services","2164 Franklin Canyon Rd Martinez, CA 94553",https://www.bettercitytreeservicesinc.com,8773129318,david@bettercitytrees.com,,,,,,5,32,4.9,97,,,,,,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/Better-City-Tree-Service-511573042573474/,,,,https://instagram.com/bettercitytreeservicesinc?igshid=NjIwNzIyMDk2Mg==,"Tree Services",yelp,1,0,0,95532552
,"Best Quality Tree Service","2500 Goodrick Ave, Richmond, CA 94801",http://bestqualitytreeserviceinc.com,5107793008,officebqts@gmail.com,,,,,,4.7,13,,,,,,,43,1,1,0,0,0,0,0,1,1,0,,,https://www.linkedin.com/,,http://instagram.com/,"Tree service",google,1,0,0,239166746
New,"Bay Area Arborist Cooperative","334 Claremont Blvd, San Francisco, CA 94127",https://www.bayareaarborist.com/,4157595420,info@bayareaarborist.com,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,,,https://www.linkedin.com/company/bay-area-arborist-cooperative,,,,bing,1,0,0,554785720
,"Bartlett Tree Experts - Sonoma, CA","22725 8th St E Ste B, Sonoma, CA 95476",https://www.bartlett.com/locations/Sonoma-CA.cfm?utm_source=yp&utm_medium=cpc&utm_campaign=IYP_MLP,7072076510,jmaynard@bartlett.com,,,,,,5,6,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://connect.facebook.net/en_US/fbevents.js,http://twitter.com/BartlettTreeExp,https://www.linkedin.com/company/bartlett-tree-experts,https://www.youtube.com/user/BartlettTreeExperts,https://www.instagram.com/lifeatbartlett/?hl=en/,"Landscape Contractors,Landscaping & Lawn Services,Arborists",yellowpages,1,0,0,499076557
,"Bartlett Tree Experts","60 Hoag St, San Rafael, CA 94901",https://www.bartlett.com/locations/San-Rafael-CA.cfm,4154724300,lfeilmeier@bartlett.com,,,,,,4.6,12,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://connect.facebook.net/en_US/fbevents.js,http://twitter.com/BartlettTreeExp,https://www.linkedin.com/company/bartlett-tree-experts,https://www.youtube.com/user/BartlettTreeExperts,https://www.instagram.com/lifeatbartlett/?hl=en/,"Tree service in San Rafael, California",google-places,1,0,0,345947232
,"Bartlett Tree Experts - San Francisco, CA","1599 Custer Ave, San Francisco, CA 94124",https://www.bartlett.com/locations/San-Francisco-CA.cfm?utm_source=yp&utm_medium=cpc&utm_campaign=IYP_MLP,4152300658,sanfranciscooffice@bartlett.com,,,,,,3.4,17,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://connect.facebook.net/en_US/fbevents.js,http://twitter.com/BartlettTreeExp,https://www.linkedin.com/company/bartlett-tree-experts,https://www.youtube.com/user/BartlettTreeExperts,https://www.instagram.com/lifeatbartlett/?hl=en/,"Landscape Contractors,Landscaping & Lawn Services,Landscape Designers & Consultants",yellowpages,1,0,0,497876210
,"Bartlett Tree Experts","1599 Custer Ave, San Francisco, CA 94124",https://www.bartlett.com/locations/San-Francisco-CA.cfm,4152060790,bfletcher@bartlett.com,,,,,,3.4,18,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://connect.facebook.net/en_US/fbevents.js,http://twitter.com/BartlettTreeExp,https://www.linkedin.com/company/bartlett-tree-experts,https://www.youtube.com/user/BartlettTreeExperts,https://www.instagram.com/lifeatbartlett/?hl=en/,"Tree service in San Francisco, California",google-places,1,0,0,8526009
,"Arborland Tree Service","Walnut Creek, CA 94598",https://www.arborlandtreeservice.com,9253499660,arborlandtreeservice@yahoo.com,,,,,,5,3,4.9,44,,,,,128,1,1,0,0,0,0,0,0,1,0,https://facebook.com/Arborland-Tree-Service-Inc-1785776554994661,,,,,"Tree Services",yelp,1,0,0,95538387
,"Arborist Now","580 California St 12th Floor, San Francisco, CA 94104",http://www.arboristnow.com/,4153107781,contact@arboristnow.com,,,,,,4.9,150,,,,,,,,1,1,0,0,0,0,0,1,1,0,,https://twitter.com/ArboristNow,https://www.linkedin.com/company/arborist-now-inc-/,https://www.youtube.com/channel/UCROA9XQ3nmnbjOdK2YdPG6A,https://www.instagram.com/arboristnow_naturally/,"Tree service in San Francisco, California",google-places,1,0,0,95531338
,"All Stars Tree Service","San Rafael, CA 94903",https://www.allstarstreeservice.com,4154055363,info@allstarstreeservice.com,,,,,,5,3,4.7,80,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,,"Tree Services",yelp,1,0,0,95531768
,"AAA Emergency Tree Svc LLC","San Francisco, CA 94105",http://aaaemergencytreeservice.com,4152226114,joe@aaaemergencytreeservice.com,,,,,,1,1,,,,,,,125,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/AAA-Emergency-Tree-Service-LLC-158894797466299/,,,https://www.youtube.com/c/Aaaemergencytreeservice/videos,,"Tree service",google,1,0,0,8528492
,"Willow Glen Gardening","San Jose, CA 95125",https://willowglengardening.com,8316018477,eben@eyebytes.com,,,,,,,,4.7,132,,,,,,1,0,0,0,0,0,0,1,1,0,https://www.facebook.com/willowglengardening,,,,https://www.instagram.com/willowglengardening/,"Gardeners,Lawn Services,Irrigation",yelp,1,0,0,93117351
,"Victor’s Tree Service","East Palo Alto, CA 94303",https://victortreeservice2.wixsite.com/website,6508985421,victortreeservice2@gmail.com,,,,,,,,2.3,3,,,582101,,46,1,0,0,1,0,0,0,1,1,0,https://www.facebook.com/wix,https://twitter.com/Wix,https://www.linkedin.com/company/wix-com,,,"Tree Services",yelp,1,0,0,95531320
,"The Urban Gardener","San Francisco, CA 94114",https://urbangardenersf.com,4156819006,,,,,,,,,4.1,12,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Landscaping,Gardeners,Irrigation",yelp,1,0,0,95539089
,"Tree Shapers","San Francisco, CA 94127",https://treeshapers.com/contact,4152392420,info@treeshapers.com,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,"Tree Service",yellowpages,1,0,0,95534315
,"Tree Service San Francisco","192 Parque Dr Unit A, San Francisco, CA 94134",https://treeservicesanfrancisco.net/,4156254615,treeservicesfpros@gmail.com,,,,,,5,3,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/people/Tree-Service-San-Francisco/100087483141260/,https://twitter.com/treesfpros,,https://www.youtube.com/watch?v=IUFdMgx1dM4,https://www.instagram.com/treeservicesfpros/,"Tree service in San Francisco, California",google-places,1,0,0,43659871
,"Trees Company, Christopher Altman, Certified Arborist and Tree Service","1319 Florida St, San Francisco, CA 94110",http://www.treescompany.net/,4157577603,chris@treescompany.net,,,,,,4.7,14,,,,,293,4,278,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/pages/Trees-Company/144780715543855,https://twitter.com/TreesCompany2,,,,"Tree service in San Francisco, California",google-places,1,0,0,8526076
,"Trees Company, Christopher Altman, Certified Arborist and Tree Service","1319 Florida St, San Francisco, CA 94110",http://treescompany.net,4157577603,nichole.sumners@hubinternational.com,,,,,,4.7,14,,,,,293,4,278,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/pages/Trees-Company/144780715543855,https://twitter.com/TreesCompany2,,,,"Tree service",google,1,0,0,8528369
,"Trees Company, Christopher Altman, Certified Arborist and Tree Service","1319a Florida St, San Francisco, CA 94110",https://treescompany.net/,4157577603,treescompanyinfo@gmail.com,,,,,,4.7,14,,,,,293,4,278,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/pages/Trees-Company/144780715543855,https://twitter.com/TreesCompany2,,,,,bing,1,0,0,243462711
,"Tree Management Experts","3109 Sacramento St, San Francisco, CA 94115 · ~28.9 mi",https://treemanagementexperts.blogspot.com/,4156063610,gaincreditloan1@gmail.com,,,,,,5,3,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Tree services",bing,1,0,0,95535392
,Fuf,"1007 General Kennedy Ave Ste 1, San Francisco, CA 94129",https://treedirectory.friendsoftheurbanforest.org/about-us/contact-us,4155616890,info@fuf.net,,,,,,3.7,22,,,,,10789,178,11000,1,0,0,0,0,0,0,0,0,0,,,,,,"Tree Service",yellowpages,1,0,0,239162746
,"Growing Tree","1984 Great Hwy, San Francisco, CA 94116",https://thegrowingtreeschool.com/contact-us.html,4156828889,info@thegrowingtreeschool.com,,,,,,5,15,,,,,,,,1,0,0,0,0,0,0,0,1,0,https://www.facebook.com/profile.php?id=61556258878077,,,https://www.youtube.com/@GrowingTreeSchoolSF-jd9nw,https://www.instagram.com/thegrowingtreeschoolsf,"Tree Service",yellowpages,1,0,0,239162752
,"The Dog Tree Service LLC","2729 Mission St #202, San Francisco, CA 94110",https://thedogtrees.com/,4152181828,dog@thedogtree.com,,,,,,5,131,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Tree service in San Francisco, California",google-places,1,0,0,489957150
,"Strautman Gardening Pros","332 Irving St San Francisco, CA 94110",https://StrautmanGardeningPros.com,7576193461,,,,,,,4.7,6,5,7,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,"Landscaping,Gardeners",yelp,1,0,0,91926668
,"Sophisticated Tree Services","Sebastopol, CA 95472",https://sophisticatedtree.com,7075039340,hi@sophisticatedtree.com,,,,,,,,5,9,,,68,,69,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/Sophisticated-TREE-service-108205404382271,,,,,"Tree Services",yelp,1,0,0,95538952
,"NEXT-GEN Gutter Service Cleaning Plus Yard Work.","Rohnert Park, CA 94928",https://sites.google.com/view/nextgengutterservice,7074775523,lor110804@gmail.com,,,,,,,,5,25,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,"Gutter Services,Pressure Washers,Tree Services",yelp,1,0,0,95539682
,"City Trees","169 Lower Ter, San Francisco, CA 94114 · ~28 mi",https://sfcitytrees.com/,4156268535,,,,,,,4,4,,,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Tree services",bing,1,0,0,95536256
,"Rudy’s Tree Service","Petaluma, CA 94954",https://rudystreeservicesca.com,4155192970,,,,,,,5,13,5,21,,,,,,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/Rudys-Tree-Service-107584108183754,,,,,"Tree Services",yelp,1,0,0,95533167
,"Quality Tree Care Arborist & Tree Removal","6235 Alhambra Ave, Pleasant Hill, CA 94523",https://qualitytreecare.biz/?utm_campaign=gmb,8449095255,office@qualitytreecare.biz,,,,,,4.9,282,,,,,203,,220,1,1,1,1,0,0,0,1,1,1,https://www.facebook.com/qualitytreecare.biz/,,,,,"Tree service in Pleasant Hill, California",google-places,1,0,0,301423899
,"Urban Arborist","2200 Cesar Chavez, San Francisco, CA 94124",https://pacificnurseries.com/landscape-pro-referral-list,4156761949,sales@pacificnurseries.com,,,,,,,,,,,,166,79,195,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/pacificnurseriesCA/,,https://www.linkedin.com/sharing/share-offsite/?url=https%3A%2F%2Fpacificnurseries.com%2Flandscape-pro-referral-list%2F,https://www.youtube.com/@devilmountainwholesalenurs8992,https://www.instagram.com/,"Tree Service",yellowpages,1,0,0,107893074
,"Gardenias Landscape","San Francisco, CA 94103",https://oaklandlandscapingservice.com,5103990382,,,,,,,,,4.6,33,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Tree Services,Landscaping,Irrigation",yelp,1,0,0,95538788
,"Louis Tree Service","Lafayette, CA 94549",https://louistreeservice.com,9257277713,help@gosite.com,,,,,,,,4.7,68,,,,,,0,0,0,0,0,0,0,1,1,0,,,,,,"Tree Services",yelp,1,0,0,95538803
,"Life Garden","San Francisco, CA 94112",https://lifegardenca.com,4158317313,pedropedro741@gmail.com,,,,,,,,4.6,63,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,,"Landscaping,Masonry/Concrete,Landscape Architects or Designers",yelp,1,0,0,91926880
,"Landscaping La Economica","1912 Barrett Ave Ste 3 Richmond, CA 94801",https://landscapinglaeconomica.com,5106604525,lanscapingtheeconomic@gmail.com,,,,,,5,156,5,7,,,968,,983,0,0,0,1,0,0,0,1,1,0,,,,,,"Landscaping,Tree Services,Masonry/Concrete",yelp,1,0,0,94028570
,"JV Gardening & Landscaping","Oakland, CA 94577",https://jvgardeningandlandscaping.squarespace.com,5105639709,jaungonzalez@yahoo.com,,,,,,4.9,31,4.9,283,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,https://www.instagram.com/jv_landscape_design/?next=%2F,"Landscaping,Tree Services,Gardeners",yelp,1,0,0,93118146
,"Jose Avina Garden Service","515 Monte Diablo Ave, San Mateo, CA 94401",https://jose-avina-garden-service.negocio.site,6509212918,nrobert@broofa.com,,,,,,,,5,16,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,"Tree Services,Gardeners,Pressure Washers",yelp,1,0,0,95532298
,"Imperial Tree Removal Service",,https://imperialtreeremovalservice.com/,6502004153,admin@imperialtreeremovalservice.com,,,,,,5,18,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/profile.php?id=100070401756450,,,https://www.youtube.com/watch?v=dKCXOVBaD-8,,,google-places,0,0,0,8528408
,"Go Green Landscape","584 Castro St, Ste 515 San Francisco, CA 94114",https://gogreenlands.com,6282151005,info@gogreenlands.com,,,,,,,6,4.6,90,,,,,,1,0,0,0,0,0,0,1,1,1,https://www.facebook.com/tr?id=1696186517812935&ev=PageView&noscript=1&cd%5Bpage_title%5D=Landing+Gogree&cd%5Bpost_type%5D=page&cd%5Bpost_id%5D=5818&cd%5Bplugin%5D=PixelYourSite&cd%5Buser_role%5D=guest&cd%5Bevent_url%5D=www.gogreenlands.com%2F,,,,,"Landscaping,Irrigation,Landscape Architects or Designers",yelp,1,0,0,91926426
,"Fernando’s Handyman","2156 Market St, San Francisco, CA 94114",https://fernandohandyman.net,4156780171,fernando.ventas.sps@gmail.com,,,,,,,2,3.4,5,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Handyman,Landscaping,Plumbing",yelp,1,0,0,91929829
,"Cutting Edge Landscape","Sunnyvale, CA 94089",https://cuttingedgelandscapeca.com,6508106893,contact@cuttingedgelandscapeca.com,,,,,,,,4.7,20,,,,,,1,1,0,0,0,0,0,0,1,0,,,,,,"Landscaping,Masonry/Concrete",yelp,1,0,0,91928076
,"Cal-Line Tree Care","Orinda, CA 94563",https://caltreecare.pro,9252328056,callinetreecare@gmail.com,,,,,,4.6,16,4.7,312,,,,,,1,1,0,0,0,0,0,1,1,0,https://facebook.com/Cal-Line-Tree-Care-LLC-110937891626660,,,,,"Tree Services",yelp,1,0,0,95531435
,"Cabrera Tree Care","PO Box 720052, San Francisco, CA 94172",https://cabreratreecare.com/,4157100350,cabreratreecare@yahoo.com,,,,,,5,2,,,,,,,11,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/cabreratreecare,,,,https://www.instagram.com/cabreratreecareca/,,bing,1,0,0,239205733
,"Remedy Tree Removal Service","2312 8th St, Albany, CA 94710",https://berkeleytreeremoval.com,5102294567,admin@berkeleytreeremoval.com,,,,,,4.8,10,,,,,,,,1,1,0,0,0,0,0,1,1,1,https://www.facebook.com/Remedy-Tree-removal-Service-110345014874923,,,,,"Tree Services",yelp,1,0,0,95539940
,"Allen Tree Service","1773 Leslie St San Mateo, CA 94402",https://allen-tree-service.business.site/,6503420477,,,,,,,5,2,5,5,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Tree Services",yelp,1,0,0,95537594
,"Willy’s Tree Service","Berkeley, CA 94703",http://www.willytree.com,9254975354,willytree24@yahoo.com,,,,,,4.9,41,4.7,284,,,,,,1,1,0,0,0,0,0,1,1,0,,,,,,,yelp,1,0,0,95532923
,"Firefighter Tree Service","419 Duane St, Redwood City, CA 94062",http://treeservicesinredwoodcity.com,6504540373,firefightertreeservice@gmail.com,,,,,,4.6,30,,,,,,,,1,1,1,0,0,0,0,1,1,1,,,,,,"Tree service",google,1,0,0,95541230
,Treemasters,"3175 Kerner Blvd suite a, San Rafael, CA 94901",http://treemasters.com,4157073351,treemasters@treemasters.com,,,,,,5,29,,,,,315,56,,1,1,1,0,0,0,0,1,1,1,https://www.facebook.com/accurate.tree/,https://twitter.com/Treemasters,,https://www.youtube.com/channel/UCMD0RcYhaGX3HuZnMM3sq1Q,,"Tree service",google,1,0,0,8528644
,"Tree Management Experts","3109 Sacramento St, San Francisco, CA 94115",http://www.treemanagementexperts.blogspot.com,4156063610,roy@treemanagementexperts.com,,,,,,5,3,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,"Tree Service,Arborists,Horticulture Products & Services",yellowpages,1,0,0,107892241
